Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Ownership,Bil_Mil,Min_Sal,Max_Sal,Avg_Sal,Company,Company_Age,State,Git_job,Python_job,C_job,SQL_job
Software Engineer,$52K-$113K (Glassdoor Est.),"As a Software Engineer, you will provide product teams’ software development and product delivery support for the full product stack. In this role, you will be responsible for product delivery and product lifecycle with direction from the Product Owner, the Solution Owner and technical guidance from Solution Architects.

Support software development by providing engineering patterns to deliver the optimal product; including communicating design patterns. Mentor other engineers. Provide overall technical leadership to smaller working teams as needed.
Partner with product owners and business SMEs to analyze the business need and provide a supportable and sustainable engineered solution. Ensure that the overall technical solution is aligned with the business needs.
Drive the creation and modifications of the product portfolio components, identify and engage all technical resources necessary to contribute to the solution. Ensure the solution is consistent with ARC architecture, design and development standards.
Develop applications using industry best practices. Make adjustments to adopt new methodologies that provide the business with increased flexibility and agility.
Stay current with latest development tools, technology ideas, patterns and methodologies; share knowledge by clearly articulating results and ideas to key stakeholders.

Bachelor’s Degree in Computer Science or related field; or equivalent experience
5+ years of application programming in both front end User Interfaces, server-side application and database queries
5+ years of experience with full cycle application development (Full SDLC experience: design, development, delivery, etc.)
3+ years with Agile, Scrum, DevOps, XP, and Continuous Integration and Continuous Delivery
5+ years of experience implementing modern applications using:
Cloud Based Solutions/Technologies (AWS, Google, Azure). AWS developer environment including, but not limited to, Lambda, API Gateway, DynamoDB, S3, Cloudwatch
Implementation of modern application and infrastructure design patterns, including micro-services and containers, disposable, reactive, stateless and distributed patterns
Open source technologies including, but not limited to, NodeJS, OpenJDK, React, Python and NoSql DynamoDB database(s)
DevOps tools including, but not limited to, Terraform/Cloud formation, Jenkins pipeline, GIT, Jira, Confluence, Jenkins, Sonar, Nexus, automated test and deployment tools
Data warehouse platforms (such as Teradata, Snowflake, Redshift). Expertise with SQL, database design/structures, ETL/ELT design patterns, datamart structures (star, snowflake schemas, etc.)
Experience with Data Lake concepts and design patterns (AWS S3, parquet, python, lambda, java, hadoop, Spark, noSQL mongoDB, Dynamodb, Athena, etc.)
BI Technologies (such as Tableau, Jasper, Cognos, Qlik, Looker, other)
Understanding of Data Management and Data governance best practices
You'll Also Bring These Professional Skills:
Proven ability to lead a group through an architectural development process and collaborate with stakeholders at all levels
Experience leading small technical teams to mentor and guide multiple-disciplined (full stack) technical teams
Ability to discover and define functional requirements and to transform them into technical requirements and solution definition
Proven ability to influence technology strategy and best practices across peer and leadership groups to support an agile development culture
Outstanding communication skills (verbal and written) and ability to communicate with internal and external customers and all levels of management, including communicating technical information to nontechnical audiences
A strong intellectual curiosity to continually challenge what exists and explore what should be changed to best meet evolving business and market
A strong passion to support peers to help meet timelines on larger projects

Joining ARC means joining a team that is motivated, diverse, creative, collaborative and solutions-oriented. We think big, embrace challenges, and explore new ideas to lead the way for the travel industry.
Our employees value the hands-on learning and professional development opportunities that allow them to expand their skills and grow their career in new, dynamic ways.
We offer a highly competitive, comprehensive benefits package so you can worry less and focus on what truly matters.
By joining ARC, you will partner with top minds in the industry as we use data and technology to innovate how the world travels.
EOE M/F/D/V Females and Minorities Encouraged to Apply",4.0,"Airlines Reporting Corporation
4.0","Tampa, FL",201 to 500 Employees,1984,Company - Private,Financial Transaction Processing,Finance,$100 to $500 million (USD),Private,1,52,113,82.5,Airlines Reporting Corporation,36,FL,1,1,0,1
Senior Software Engineer,$93K-$179K (Glassdoor Est.),"Do you want to be part of an exciting team driving innovative solutions? Do you love working with emerging technologies? We’re looking for a Senior Software Engineer with a passion for creating new innovative solutions to consumer and business problems to join Epson’s Digital Innovations Team.

What you will do:
The Senior Software Engineer performs research, prototyping, design, development, integration and/or sustaining of full stack applications, for both new and existing cloud environments.

Research and comprehend contemporary concepts in computer science in order to integrate full software for mobile devices, desktop computers and the cloud. Use this knowledge to design and develop proof of concept and production web applications that interface with Epson consumer electronics devices as well as algorithms that meet and exceed performance targets.
Analyze and engineer feature requests for business teams, contribute to roadmaps for specific technologies and propose new projects to management.
Recommend optimal approaches to design and efficient implementation based on practicality, best practices, and key technology trade off decisions.
Learn and/or evaluate new software technologies
Plan, estimate, schedule and develop software that interfaces with multi function printers, iOS/Android apps, third party reference designs (e.g. Raspberry Pi), multi modal interfaces and server platforms or libraries.
Integrate Epson source code with open source software, and software produced by both Epson affiliates and third party companies.
Investigate problem reports, perform troubleshooting and recommend remedies for multiple products. Also research, install, test, evaluate and document problems in released and pre-release software from vendors.
Review software designs, source code under development by colleagues as needed.
Perform unit and integration testing or create test code for features on various platforms.
Create or update documents explaining feature implementation and usage.
Re-engineer assigned software to improve the performance, scalability, stability, and maintainability.
Utilize agile project methodologies.

What you will bring:

5-7 years experience in designing and developing software for full stack deployments specializing in backend cloud environments that connect standalone products,
Completion of an undergraduate program required. (B.A. or B.S.).
Have a general understanding of approaches in Artificial Intelligence
Experience applying Machine Learning techniques preferred
Experience working with web applications and developing software in one or more server scripting languages
Knowledge of iOS and Android app development and common libraries, object oriented software development
Experience developing multi-threaded applications, and database formats
Working knowledge of backend server application development including Google/Azure/AWS Cloud services, Software as a Service (SaaS), Python, Java, JavaScript, Node.js, RESTful APIs, XML, JSON, HTTP, WebSockets and Socket.IO, SSH, SQL and NoSQL databases.
Working knowledge of RESTful architecture concepts, Docker containers, and design patterns, voice user interfaces, Python, Java, JavaScript, Node.js, Software as a Service (SaaS), MySQL or SQLite, one or more NoSQL databases, callback functions, software factories and common server frameworks and machine learning concepts are preferred.
Experience with personal assistant (Alexa, Google Assistant, Cortana, Siri) skill design capability is a plus.

Epson America, Inc. is an Equal Opportunity/ Affirmative Action Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, disability and protected veteran status, as well as any other characteristic protected by federal, state or local law.

IND1",3.8,"Epson America, Inc
3.8","San Jose, CA",501 to 1000 Employees,1975,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Subsidiary or Business Segment,2,93,179,136.0,"Epson America, Inc",45,CA,1,1,0,1
Software Engineer,$39K-$84K (Glassdoor Est.),"Social Solutions’ rapidly growing Software Engineering team is looking to hire a Full Stack Software Engineer. This role focuses on the design, development, and deployment of our SaaS software platform solutions. Applying a strong technical and product life cycle understanding, this Engineer will partner with other developers and technology operations teams to create and maintain Social Solutions’ software products.

What You’ll Do
Contribute to a scrum teams that designs, develops, and deploys software programs for SSG Clients.
Apply extensive knowledge of software architecture to manage software development tasks associated with developing, debugging or designing software applications and databases according to provided requirements.
Guide other team members to build new functionality within an existing software architecture and envision future improvements to the architecture.
Assist in the development of short, medium, and long term plans to achieve strategic objectives.
BS or MS degree or equivalent work experience relevant to functional area. 4+ years software engineering experience.
High proficiency in cloud design and deployment models including automation, orchestration and scale
Experience building robust and scalable distributed systems and experience with multi-tiered production application deployments
Experience in an Agile/Scrum development framework.
A Glimpse of the Technology You’ll Use
Must have: C#, NodeJS, ReactJS
Nice to have: Docker, Amazon ECR and Amazon ECS
Why We’re Awesome

Recently named one of Built In Austin’s Best Places to Work for in Austin. At Social Solutions, we’re mission focused and results oriented! We’re a diverse team of innovators, creatives, and digital architects that come together to help organizations transform lives. Our clients affect countless lives every day. That’s why we go above and beyond to provide tools to get the job done. We help non-profits get to the heart of their data so they can maximize their efforts to be more impactful. In essence, we help those that are changing the world.

What You’ll Get
Amazing coworkers
Flexible PTO
100% employer paid benefits for employees
8 hours per quarter of paid volunteer time
Company sponsored events and happy hours
Career advancement opportunities and more!
To ensure candidate and employee health, Social Solutions is conducting the interview process remotely via Zoom for the foreseeable future. Thank you in advance for your cooperation!

In order fulfill Social Solutions’ mission to “help people transform lives,” we seek to build teams that leverage diverse perspectives to create an innovative and welcoming environment.

To that end, we make employment decisions based on qualifications, merit, and business need. Social Solutions does not discriminate on the basis of age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability.",3.4,"Social Solutions
3.4","Austin, TX",201 to 500 Employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Private,1,39,84,61.5,Social Solutions,20,TX,1,0,1,0
Software Engineer,$54K-$114K (Glassdoor Est.),"*Organization and Job ID**
Job ID: 311302

Directorate: Physical & Computational Sciences

Division: Advanced Computational, Math & Data

Group: Scientific Software Engineering
*Job Description**
Come join our team of software engineering professionals who work hard to enable world-class scientific discovery! We support research projects funded primarily by the Department of Energy (DOE) with topics ranging from climate science to wind energy to energy conservation to lightweight materials--and our portfolio continues to grow. Our team develops a wide range of software solutionsfrom dynamic web applications to robust data processing toolsand we are looking for an energetic, competent, and independent full-stack software engineer to join us. The successful candidate contributes to the design/development of web applications and tools, be expected to work both independently and within a team to support software design/development activities, including requirements analysis, code development, testing, documentation and deployment support. The incumbent will also support client interaction through written communications, demonstrations, and presentations.

The Software Engineer will report directly to the Scientific Software Engineering Team Lead within the Computational and Data Engineering Group. The incumbent will also work with the stakeholders and infrastructure and user community. Regular attendance will be expected at software project meetings, capability development meetings, and group meetings. The incumbent will also be expected to attend and be an active participant in tool design or usability/requirements gathering meetings with customers and users.

The hiring level will be determined based on the education, experience and skill set of the successful candidate based on the following:

Level 1:

Receives instruction on required tasks and reports results on time and on budget, while working under guidance from experienced staff. Takes initiative to set personal direction and goals. Work is conducted with a high standard of quality, safety, and security.

Level 2:

Receives guidance on new assignments, making preliminary selections on technical alternatives; independently completes recurring assignments. Defines and leads project work at a small task/project level, reporting results on time and on budget. Contributes to proposals and project plans. Embraces expectations for quality, safety, and security. Communicates the importance within the work team.
*Minimum Qualifications**
+ Bachelor's or Masters degree in computer science or related field.

+ Ability to communicate clearly and effectively with colleagues and clients.

+ The ability to work effectively independently and in project teams.

+ Demonstrated experience with software programming as part of a team

+ Writing well-designed and tested software that meets requirements

+ Thinking independently to solve difficult technical challenges with minimal oversight

+ Team player who works well with others to help everyone be successful

+ Constantly learning new technologies that will better meet the needs of our project stakeholders

+ Ability to manage time while balancing priorities from multiple projects (2-3) concurrently
*Preferred Qualifications**
+ BS/BA with 2+ years of experience, or MS/MA with 0 - 2 years of experience, or PHD in computer science or related field.

+ Experience with JavaScript, Python, Docker and Kubernetes

+ A good understanding of RESTful principles and/or GraphQL

+ Experience with at least one of the following database systems: PostgreSQL (preferred), DynamoDB MySQL, MongoDB

+ Experience with the UNIX/Linux environment

+ Experience with public cloud services

+ Experience with virtualization using Docker and/or Vagrant
*Equal Employment Opportunity**
Battelle Memorial Institute (BMI) at Pacific Northwest National Laboratory (PNNL) is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All BMI staff must be able to demonstrate the legal right to work in the United States. BMI is an E-Verify employer. Learn more at jobs.pnnl.gov.
*_Please be aware that the Department of Energy (DOE) prohibits DOE employees and contractors from participation in certain foreign government talent recruitment programs. If you are offered a position at PNNL and are currently a participant in a foreign government talent recruitment program you will be required to disclose this information before your first day of employment._**
_Directorate:_ _Physical & Computational Sci's_

_Job Category:_ _Scientists/Scientific Support_

_Group:_ _Computational & Data Eng Group_

_Opening Date:_ _2020-10-26_

_Closing Date:_ _2020-11-09_",4.1,"PNNL
4.1","Seattle, WA",1001 to 5000 Employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),Government,2,54,114,84.0,PNNL,55,WA,0,1,0,1
Systems Engineer,$66K-$132K (Glassdoor Est.),"Abaco Systems is looking for an experienced Systems Engineer to join our team here in Huntsville. The candidate will lead a technical team to design, develop, and validate rugged embedded systems that may consist of Single Board Computers (SBC), Ethernet Switches, Sensor Processing cards, and custom power and thermal solutions. Duties may include research, evaluation, design, simulation, analysis, validation and test. The position requires someone who can conceptualize and think at a system-level perspective as well as at a board level.

Role Responsibilities:

Leads all hardware engineering activities for a multi-disciplined team consisting of mechanical engineers, electrical engineers, test engineers, and software engineers.
Supports product and program management in developing project plans, project schedules, and resource forecasts.
Create and manage the requirements database and ensure that it satisfies each customer requirement.
Customer Technical Point of Contact
Plan and support implementation of system integration and test, including the development of test procedures and how compliance will be demonstrated.
Lead effort to resolve problems to root cause and effect corrective actions.
Coordinates the transition from engineering design to manufacturing.

Skills & Competencies:

Possess strong coordination, organization, teamwork, and communication abilities in a constantly changing environment.
Able to review requirements, determine feasibility, and identify solutions.
Understand, recommend, and review digital circuit designs, schematics, and PCB layout.
Excel in systems integration and test.
Possess strong troubleshooting/debug skills to be able to mitigate issues during integration and test, driving quick resolution. Familiar with standard lab debug tools (oscilloscope, signal generator, spectrum analyzer, multi-meter, etc.).
Experience using Mentor Graphics Schematic Capture and Layout tools
Microsoft Office Skills including Microsoft Project

Role Requirements:

7+ years in software, electronic, test or systems engineering position developing new products.
3+ years of experience, interacting directly with customers and/or product owner’s/project managers
Bachelor’s Degree in Engineering, Computer Science (or related field); or 10 years’ equivalent experience.

Desired Qualifications:

Knowledge and experience with:
MIL-STD-704, Aircraft Electric Power Characteristics
MIL-STD-461, Electromagnetic Interference Characteristics of Subsystem and Equipment.
MIL-STD-810 Environmental Engineering Considerations and laboratory Tests
RTCA/DO-160, Environmental conditions and Test Procedures for Airborne Equipment
RTCA/DO-178, Software Considerations in Airborne Systems and Equipment Certification for high-level requirements, low-level requirements, and derived requirements.
RTCA/DO-254, Design Assurance Guidance for Airborne Electronic Hardware and providing guidance for the development and integration of airborne electronic hardware.

Abaco is a Department of Defense (DoD) supplier and as such employees may work with or be exposed to controlled information that may only be seen or handled by US citizens or qualified permanent residents.",3.2,"Abaco Systems
3.2","Huntsville, AL",501 to 1000 Employees,-1,Company - Private,-1,-1,$100 to $500 million (USD),Private,1,66,132,99.0,Abaco Systems,0,AL,1,0,0,0
"Software Engineer, Navigation",$53K-$113K (Glassdoor Est.),"Brain Corp is a San Diego-based AI company creating transformative core technology for the robotics industry. Our diverse engineering teams in Software, Hardware Design, and Embedded Systems are creating comprehensive solutions to support the builders of today's autonomous machines in successfully producing, deploying, and supporting commercial robots across industries and applications. Brain Corp is funded by the SoftBank Vision Fund and Qualcomm Ventures. For more information please visit: https://www.braincorp.com/

Position Summary:

As a member of the Software Engineering team the Software Engineer, Navigation is responsible for developing and improving motion planning and control algorithms for proprietary indoor navigation software. This role focuses on developing the navigation stack used to guide our robots through complex environments and ensures the machine can operate autonomously, while avoiding people and obstacles. While motion planning and the robot's navigation will be a primary focus, many generalist software engineering tasks outside of the navigation stack will be assigned to this role as well. This is not a research position, but an applied software engineering role which requires familiarity with robot motion planning algorithms.

Essential Job Duties:
Improving the machine's ability to efficiently and correctly make critical decisions on maneuvers in complex environments
Analyze, benchmark, and report on various modifications and improvements to our navigation algorithms
Implement new algorithms for optimal indoor navigation
Collaborate with other team members in SLAM, perception and platform control.
Integrate, test, improve and demonstrate prototype projects in simulation and on real robots
Optimize the current navigation software system to improve the stability and autonomy time
Help resolve production and customers issues and engineer long-term solutions through triage and root cause analysis and data analytics.
Other duties and responsibilities as assigned.
Qualifications:
Master's degree in Computer Science, Electrical Engineering, Robotics, or related field
1+ years of related work experience (2+ years preferred)
Demonstrated experience in robot kinematics and path planning
Deep understanding of state-of-the-art motion planning algorithms
Demonstrated strong coding skills in Python and C++ in Linux environment
Experience designing and developing robotic systems using a robotic middleware (such as ROS), and existing libraries and tools
Experience with Agile and Scrum methodology
Physical Demands:

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Essential functions may require maintaining the physical condition necessary for sitting, walking or standing for periods of time; operating a computer and keyboard; talk and hear at normal room levels; use hands to finger and grasp; repetitive motion; close visual acuity to prepare and analyze data and figures; transcribing; viewing a computer terminal; extensive reading; visual inspection involving small defects, small parts, and/or operation of machines; use of measurement devices; and/or assembly or fabrication parts at distances close to the eyes; push or pull up to 10 pounds.

Work Environment:

The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. The noise level in the work environment is usually quiet to moderate. Employee is exposed to the typical office environment with computers, printers and telephones.",3.6,"Brain Corp
3.6","San Diego, CA",201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Private,0,53,113,83.0,Brain Corp,11,CA,0,1,1,0
Software Engineer,$48K-$98K (Glassdoor Est.),"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

We Offer You:
Team Members that thrive on innovation and mischief.
Flexibility with your schedule to balance all that life throws your way.
Time to innovate and geek out on projects you design in support of our stuff.
A platform of products that are changing the way people experience life at work.
People dedicated to ensuring your experience becomes even more that you may have thought possible.
An organizational reputation that is second to none and growing!
Competitive pay with benefits that matter.
A chance to be part of something bigger – time to engage in your community.
What You Will Do:
Participate in the innovative advancements of our product platform and collaborate with our awesome agile team members.
Promote opportunities for refactoring and identify areas of optimization.
Research and leverage commercial products, libraries and tools that can be used to solve problems.
Participate in design sessions with other engineers, architects and product managers.
Use automation, including continuous integration, automated deployments, automated unit, and functional testing.
Provide constructive and honest feedback during sprint retrospectives with a team mindset.
What You Need:
Aptitude to learn and grow.
Willingness to adapt to our technology stack: AWS, React, TypeScript, CSS, HTML, C#, relational and NoSQL databases.
Interest in working as a full stack developer – ideally in a SaaS and/or micro service based system.
A passion for problem solving and innovation.
A degree in Computer Science or be good enough that we won’t notice
NAVEX Global is an equal opportunity employer, including disability/vets.

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",3.3,"NAVEX Global
3.3","Lake Oswego, OR",1001 to 5000 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Private,1,48,98,73.0,NAVEX Global,8,OR,0,0,1,1
Software Engineer,$62K-$129K (Glassdoor Est.),"Give hope. Give health. Make your mark in the fight against cancer.

At Accuray, we make a direct and powerful impact on the lives of cancer patients every day — helping them live longer, better lives. But our commitment to innovation offers a truly unique opportunity: the chance to change the fight against cancer — helping to develop, introduce and support new treatment delivery systems and software that will give new hope and new health to cancer patients and cancer survivors around the world

Accuray develops, manufactures and sells radiotherapy systems that make cancer treatments shorter, safer, personalized and more effective, ultimately enabling patients to live longer, better lives. Our radiation treatment delivery systems in combination with fully-integrated software solutions set the industry standard for precision and cover the full range of radiation therapy and radiosurgery procedures.

Job Description

Summary:

The role will be part of a team to develop software using C++ in a Linux environment working on different software units/layers for the CyberKnife application. Projects may include smaller development tasks to larger UI/workflow updates using Qt trolltech. These will include design, development, implementation, and testing from input requirements. Collaborate with the team where your skillset and contribution are utilized towards a fun and exciting product line that helps cancer patients.

Essential Duties and Responsibilities:
This is a highly diverse role that will code in C++ for business logic/server-side and utilize Qt for UI design/client-side.
Design and Develop software as part of a team responsible for the maintenance, support, and improvement of the CyberKnife Treatment Delivery System.
Work with a cross-functional team and customers to understand requirements, and build a robust, effective system to meet them.
Implement new features and infrastructure improvements in a Linux based C++ environment.
Qualifications:

a. Required
B.S. in Computer Science or equivalent work experience
Proven skills in C/C++ programming, OOP, STL, and Object-Oriented design
Excellent written and verbal communication skills
A passion to make a difference in the area of cancer therapy
b. Preferred or Desired
Experience with Qt trolltech, OpenGL, and 3D volumetric / rendering
Client/server application development using C++ & multi-threading
Experience with large data models, zmq, and google protobuf
Understanding of rigid transformations, networking, and digital imaging
Experience working in medical device software development
EEO Statement

At Accuray Our commitment to patient-first outcomes drives an inclusive and collaborative work environment where the best ideas rise to the top — and everyone works to push them further. We value diversity in both the professional and personal backgrounds of our employees, as this variety adds rich energy to every team, every project and every work day. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin – including individuals with disabilities and veterans.

Apply Now",3.5,"Accuray
3.5","Sunnyvale, CA",1001 to 5000 Employees,1990,Company - Public,Health Care Products Manufacturing,Manufacturing,$100 to $500 million (USD),Public,1,62,129,95.5,Accuray,30,CA,1,0,1,0
Software Engineer,$44K-$95K (Glassdoor Est.),"Nova Biomedical is looking for a Software Engineer join our R&D department in Waltham, MA. This is a terrific opportunity for a college graduate to launch a career with an established medical device company – to learn, contribute and grow. We are open to hiring for this role at entry or mid-level. It could also be an opportunity for an experienced embedded software engineer to continue a career by contributing to a company that has an impact in peoples’ lives around the world. Nova’s product portfolio includes technologies currently being implemented in the clinical treatment of COVID 19 patients and by major biotherapeutic companies for vaccine development.

Working as part of the Test Fixture Engineering team, in this role, you will design and develop software to run test fixtures used in manufacturing process for PCB assemblies and electro-mechanical subassemblies. Development projects have a large variety of technologies used, including BLE (Bluetooth Low Energy) system, Wi-Fi, microcontrollers, motion control and vision systems.

To qualify, you would have a Bachelor’s degree in Computer Science, Software Engineering or Electrical Engineering, with object oriented programming background and ideally experience with C, C++ and C#. Candidates with more experience are encouraged to apply and will be considered for mid or Senior level roles. Please note that this is an onsite position, working full-time in our Waltham, MA office.

Highlights of benefits offered to Nova Biomedical employees include Blue Cross Blue Shield medical plan, tuition reimbursement, matching 401K, and an innovative scholarship program for children of employees.",2.9,"Nova Biomedical
2.9","Waltham, MA",1001 to 5000 Employees,1977,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),Private,1,44,95,69.5,Nova Biomedical,43,MA,0,0,1,0
Senior Software Engineer,$56K-$117K (Glassdoor Est.),"Position Overview:

ZENETEX specializes in management and technology support services for a variety of Federal agencies and commercial organizations nationwide. “Because Service Matters” is our corporate cultural philosophy that brings total focus to both our employees and our customers. A new, 5-year contract award has created the opportunity for a Senior Software Engineer to support our NAVAIR customer in Orlando, FL. This is an exciting opportunity to be a part of a brand new DoD initiative!

Description:
Design, develop, implement, and document Modeling and Simulation (M&S) systems, software, research efforts, and related processes including training systems interoperability and identify research requirements and methods to improve current systems and processes in performing the following work:
Develop software using high order languages that is efficient, readable and well documented.
Prepare reports describing status of software under development.
Solve problems that arise during the development or modification of simulation related real-time computational systems.
Analyze requirements and prepare a software design approach for proposed projects. Provide alternative design approaches with trade-off analyses and risk assessments.
Develop cost and lead-time estimates for the software to be developed.
Prepare budgets and plans for purchase and maintenance of software to be developed.
Conduct analyses to ensure that software designs are cost effective and satisfy requirements.
Develop engineering specifications detailing design, expected performance, testing, and provisions for software acceptance.
Review software design and conduct code reviews.
Monitor and adhere to the software configuration management processes.
Identify problems encountered in software development and provide recommendations that resolve these problems.
Develop test plans and provide support in performing examinations and acceptance testing
Actively maintain and enhance job related knowledge and skills in M&S, software development techniques, state-of-the-art computer architectures, emerging technologies, and other software development areas.
Apply decision analysis techniques to ensure that the engineering approach is cost effective and satisfies the objectives.
Monitor and assess software development status and provide support in resolving related programmatic issues.
Qualifications:
BS degree in Computer Science, Computer Engineering, or equivalent engineering degree is required
Effective and professional written and verbal communications skills
Demonstrated proficiency with development in C++ in hosted in Linux environment (3+ years)
Proficient with MS Office products
Must be self-motivated and possess the ability to work independently

Preferred:

12 credit hours (or equivalent) coursework specializing in computer hardware and software (e.g., software design and engineering, system architecture, data structures, networks, operating system, digital design and real-time systems)
7 years of programming experience in software development associated with modeling and simulation within the training and training systems domains
7 years of experience in each of the following technical areas preferred:
Using scripting languages (Python, LUA, JavaScript Object Notation (JSON)), object oriented programming, eXtensible Markup Language (XML)
Utilizing software development processes and diagnostic tools
Software development hosted in an SELinux environment
Software development using Distributed Interactive Simulation (DOS) and High Level Architecture (HLA) standards
Experience with software engineering functions such as, requirements analysis and definition, configuration management, quality assurance, unit and system level testing, reliability and maintainabilty, cost estimating, risk analysis/assessment, and human factors
Experience utilizing current and emerging software development methodologies, processes, and life-cycle models (e.g., CMM, CMMI, IEEE12207, Waterfall, and Spiral)
Experience defining, implementing, collecting, and analyzing software related metrics
Security Clearance:
This position will require U.S. citizenship and a DoD Top Secret Clearance with eligibility for access to Sensitive Compartmented Information (SCI) and a current Single Scope Background Investigation (SSBI) or Federal Investigation Standard Tier 5 (T5) or Tier 5 Reinvestigation within the last 6 years

ZENETEX is an equal opportunity/affirmative action employer. Qualified applicants are considered for employment without regard to age, race, national origin, sexual orientation, gender, gender identity and expression, disability, veteran status, or any other characteristic protected by law.",4.1,"Zenetex LLC
4.1","Orlando, FL",1001 to 5000 Employees,1999,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),Private,1,56,117,86.5,Zenetex LLC,21,FL,1,1,1,0
Software Engineer - Applications,$47K-$84K (Glassdoor Est.),"Position Summary

As a Software Engineer, you will be responsible for implementing designing, developing and testing new and existing features.

Responsibilities
Development of applications and services to support enterprise digital experience platform including UX, APIs and data integrations
Ensure technical delivery of detailed feature/story level solutions that satisfies the IT roadmap’s acceptance criteria
Drives the hardening of system data interfaces, reduces errors, improves scalability and security
Fix bugs in the product, including providing patches for previously released versions
Work with other team members to implement automated acceptance tests for new features
Create and modify web services using RESTful interfaces
Performance tuning and troubleshooting, including remote troubleshooting
Create and modify build definitions
Establish a cloud-based data platform to functions using modern, proven and secure technologies that enable allows for scalability, resilience and rapid development
Institute monitoring and logging of applications
Mentor junior technical resources and ensure delivery on key initiatives
Contributes to agile team alignment and is committed to constant improvement efforts by participating in team ceremonies sprint planning, stand-ups, backlog grooming and retrospectives
Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies

Minimum Work Experience
8+ years of experience development with .NET
Understanding of n-tier software implementations
Understanding the SOLID principles and design patterns
Experience with MVC Framework
Expertise with C#
Experience with RESTful web service development
Experience with a service-oriented architecture
Experience with Git and GitHub
Experience with Linux environments is a plus
Experience in an iterative development environment
Experience with high-availability environments
A comfortable and confident communicator with technical staff but also able to speak with customers concisely to translate technical concepts into business terminology and impacts
Exposure to continuous integration implementations that utilize DevOps style tools (such as Jenkins, Chef, Docker, Terraform, etc.)
Proven team player with the ability to multi-task in a fast-paced dynamic agile work environment
Supported a metrics-driven data culture to drive accountability and transparency
Passionate problem solver and motivated self-starter including ability to analyze situation and recommend sound solutions and implementation strategies

Additional Desired Skills:
Technology certifications such as Amazon Certified Solutions Architect
Consulting experience
Education
Bachelor’s degree in Computer Science, Information Systems, or combination of education and experience.
Location: Tallassee , AL",4.1,"Neptune Technology Group
4.1","Tallassee, AL",501 to 1000 Employees,1892,Subsidiary or Business Segment,Utilities,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),Subsidiary or Business Segment,1,47,84,65.5,Neptune Technology Group,128,AL,1,0,1,0
Software Engineer II,$37K-$80K (Glassdoor Est.),"Job Summary:

The Software Engineer II role will be responsible for developing cloud native applications on our .NET, Azure platform in support of Inside Response business needs. This role requires excellent communication skills and team collaboration demonstrated by working in partnerships with business line stakeholders and vendors while meeting objectives across assigned projects.

Essential Functions:

Implement features that meet business requirements while maintaining a healthy, sustainable, and reliable codebase
Contribute to overall group objectives like finding opportunities for cross-project code reuse, improving developer experience using automation, and improving operational stability.

Knowledge, Skills, and Abilities:

Experience developing web and server less applications using micro services and event driven architecture patterns
4+ years C#, .NET Core
3+ years Angular (modern) & Typescript
3+ years SQL experience, bonus if you have NoSQL experience using CosmosDB or Mongo
1+ years working with Azure
1+ years modern DevOps, such as Azure DevOps Pipelines
Ability to perform tasks with minimal technical supervision

Training and Experience:

Bachelor's degree in Software Engineering, Computer Science
Minimum of 4 years of software development or programming experience writing complex web applications and APIs.
Experience with Github
Experience with code-based unit testing such as xUnit
Experience with modern code deployment using Azure DevOps Pipelines",3.3,"SelectQuote
3.3","Overland Park, KS",1001 to 5000 Employees,1985,Company - Public,Insurance Carriers,Insurance,$100 to $500 million (USD),Public,1,37,80,58.5,SelectQuote,35,KS,1,0,1,1
