Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Engineer,$44K-$95K (Glassdoor Est.),"Software Engineer

Location: Apple Valley, MN (remote work during COVID-19)

SUMMARY:

Full Stack Software Engineer will be working with architect and senior engineers to enhance and create a program for delivering content to be used on assessment tests for multiple state contracts. The opportunity to work with AWS, C#, Angular to develop the next level system for Questar Assessment, Inc. You will become an instrumental piece in establishing and/or refining development standards across the breadth of products used both internally and customer facing. As Questar is evolving, you will be in the forefront of the use of serverless cloud applications and initiatives.

Questars code base primarily includes AWS/C#/ASP.NET Core/Angular/TypeScript/HTML5/CSS3, Restful APIs and WCF Services, open source internal tools, and Microsoft SQL Server 2012 database code. All code currently under source control using Git repositories.

You will assist with concerns ranging from code architecture and delivery. Your experience and knowledge will help to drive Questars student test taking platform to well perceived products that brings confidence and delight to students and teachers across districts in United Status.

ESSENTIAL DUTIES AND RESPONSIBILITIES:
Collaborate with engineers both in and outside your direct team on implementation and release of code branches to effectively meet the product roadmap
Collaborate with Architects in best practices for code implementation with code reviews prior to deployment from the development environments
Work one-on-one and in small team groups to discuss and refine poorly performing code
Develop code with front-end developers to streamline and support online content authoring and publishing capability that is needed to feed new and innovative items to students across nation.
Develop clean code that utilize proven design pattern in a test-driven development environment
Become part of the development process, embracing the growth of the engineering culture. Sharing ideas for efficiencies and paving the way to clean code promotion.
Provide clear and consistent communication while working with business analyst roles to create better efficiencies for developers by shaping the nature of the BAs work on business requirements and functional specification
Be an active participate in scrum ceremonies, with knowledge of the Agile and Kanban process of work
Effectively communicate your work, be able to provide accurate estimates and collaborate across teams to meet deliverables
QUALIFICATIONS:
Experience: 4+ years of software development using .NET/C#HTML5/JavaScript/CSS3, and Microsoft T-SQL.
Full-stack awareness from front-end to database design and development
Experience with at least one framework/library like bootstrap.js, foundation.js, angular.js, react.js
Experience with modern JavaScript library such as jQuery, backbone.js, modernizr.js, d3.js
Experience with cloud migrations and cloud native applications is a plus.
Ability to write clean, standardized, and code that performs optimally in highly concurrent environments.
Ability to consume and create APIs and web services using REST.
Experience with Waterfall and Agile development and familiarity with scrum
Experience with contribution to public open source front end development code base is a plus
Knowledge of accessibility standards (WCAG 2.0 compliance) and education accessibility standards (QTI/APIP, SIF, AIF) is a plus.
Personal Effectiveness
Clear, effective written communications.
Ability to be self-directed and motivated a MUST.
Team oriented, open, honest and collaborative non-political approach.
Ability to listen and learn from others.
Effective analytical and problem-solving skills
Ability to test your code and code of your peers, ability to write and administer unit tests
Hard working, with delivery to customer in mind
Education:
A Bachelor's Degree in Computer Science, Information Systems or similar discipline from an accredited four-year college or university
Other Requirements:
Must be authorized to work in the US and not require visa sponsorship now or in the future.
Must be willing to relocate to the Minneapolis-St. Paul, MN area (long-term telecommuting not available)
Powered by JazzHR",2.1,"Questar Assessment
2.1","Apple Valley, MN",-1,1001 to 5000 Employees,1976,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1
Senior Software Developer,-1,"Senior Software Developer*
Position Summary

As a Senior Software Developer, you'll design/implement software solutions based on customer needs and requirements. Our senior developers work together to build and support our web-based software applications. Senior Software developers play an active role in the evolution of the product. You’ll have the opportunity for rapid growth within a fast growing, high-tech, oil and gas software provider. No two days are the same - you'll never stop learning and growing. You'll have the autonomy to make important decisions while receiving support and guidance along the way. You bring your intelligence, creativity and curiosity; we'll teach you the rest.

This position is based at W Energy Software’s headquarters in Tulsa, Oklahoma. Tulsa was ranked in Business Week’s top 50 best cities in America. You’ll receive competitive benefits and have the opportunity to earn performance bonuses. W Energy Software’s environment is one of continuous learning; you'll have access to opportunities to expand your skill set and share your knowledge with others.

You will enjoy working in a flexible environment where mutual respect is a key ingredient. The team is supportive, very talented and is always encouraged to communicate ideas with the executive team. Our development team is critical to our continued success and is appreciated as such.
Requirements*
Bachelor's degree (computer science, software engineering, computer & information systems)
5+ years of relevant experience
Top notch academics
Eligible to work in the U.S. without sponsorship
Self-motivated with sound academic background and/or solid experience as developer
Highly adaptable, capable of learning new technologies and APIs
Strong Computer Science foundation (algorithms) and some DB (any RDBMS SQL will do- MySQL, postgres, Oracle, SQLserver)
Highly adaptable, capable of learning new technologies and APIs
Comfortable working within a fast-paced environment
Some travel may be required
Preferred*
Ruby on Rails experience
Experience working on enterprise web application development
Experience with Ubuntu, Red Hat Linux, Mongo DB and Redis
Experience with Javascript Library (JQuery/Sencah Touch/ExtJs/Titanium)
Proficiency with Erlang, Amazon Web Services, message queuing architecture, developing SaaS API’s
Proficiency with agile methods, git or continuous integration
Knowledge of the HTTP protocol as well as web services written in SOAP, XML-RPC, REST or equivalent technologies
Understanding of good unit and functional test writing, preferably using RSpec and Cucumber
Public repositories of your own software projects (Github, etc.)
Contributions to open source projects
Job Type: Full-time

Experience:
Software Development: 5 years (Required)
Work authorization:
United States (Required)
Application Question:
Do you have Ruby on Rails experience?
Work Remotely:
Temporarily due to COVID-19",4.8,"W Energy Software
4.8","Tulsa, OK",-1,51 to 200 Employees,2009,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1
Software Engineer,$63K-$127K (Glassdoor Est.),"A BIT ABOUT US
Lever was founded eight years ago to tackle the most strategic challenge that companies face: how to recruit and hire top talent. We’re building the next generation of hiring software that companies like Netflix, Cirque du Soleil, Shopify, and Eventbrite rely on to grow their teams. We've rethought the talent acquisition paradigm and are the innovation leaders in our space and looking for the right people to join us as we scale.

We’re extraordinarily proud of the company we’ve built so far (not to mention humbled to be recognized as the #1 place to work in San Francisco, as well as a top workplace in the entire United States). Our people are Lever’s biggest competitive advantage and we’ll continue investing in our “Leveroos” and people-first culture.

THE OPPORTUNITY
As an Engineer on our Product team, you’ll help us build out our core product by developing high-impact, user-facing features. In our growing engineering organization, you’ll be developing and shipping new features and updates to Lever’s product. You’ll be learning about our real-time web stack UI frameworks that help us deliver a beautiful and high quality solution to our customers. You’ll work collaboratively with product managers and designers to drive the implementation and release of major features, and be a champion of best practices for writing well-tested, well-organized code.

You’ll become familiar with all parts of our stack—including our open source web framework, DerbyJS. You will exercise judgment in making tradeoffs between design and feasibility. You’ll engineer your features to be scalable and resilient in a complex, single-page application.

We believe that user-centric design ultimately leads to the best products, so we listen closely to our users, both external and internal. As an engineer on our close-knit, cross-functional team, you’ll be an active voice in shaping our product. Lever is constantly rolling out high-demand features and tackling ever greater challenges of scale.

THE TEAM
You’ll join a team where everyone—including you—is striving to constantly improve their knowledge of infrastructure, systems, and cares about minimizing downtime. We are an incredibly supportive team–we love to pitch in when problems arise and give great peer feedback to help each other grow. We are passionate about lots of things--automation, friendly chat bots, creating a great hiring experience, and a great user experience--and we love sharing those passions with each other.

Read about what our team values and why here.

THE TECH STACK
Lever uses our own open source MVC framework called Derby that syncs all data via Operational Transformation (the algorithm behind Google Docs). OT is the way we handle concurrency conflicts for any piece of data that is edited at the same time. In addition to real-time sync, OT allows us to provide a smoother UI since we can render updates on the client instantly without waiting for our backend to respond, while still guaranteeing consistency.

Lever makes extensive use of AWS, Docker, Node, Mongo, ElasticSearch, and Redis within our infrastructure. We use tools like Hubot to streamline deployments and Grafana to see what’s going on under the hood. In addition to automating all the things, we love to version them too! Our systems are all created using Terraform and Chef, working together to ensure consistency at all costs.

Read more about The Lever Tech Stack from our Software Engineer, Eric Hwang.

Learn more about Lever’s interview process and read about what our engineering has been up to on our engineering team blog.
THE SKILL SET
4+ years of experience as a Software Engineer in a tech company with a track record of delivering software with high business impact
Exposure to some mentorship or technical leadership responsibilities
Experience with Scrum or other agile development
Experience building enterprise software preferred
WITHIN 1 MONTH, YOU'LL
Complete Ramp Camp, Lever’s company-wide onboarding program.
You’ll meet other new Leveroos in your cohort, and learn the nuts and bolts of the business, our history, and where we’re going.
You'll also complete your Starter Project, designed to help you build bridges with other Leveroos and positively contribute to your team’s processes and knowledgeTackle your first ticket!
Dive into Lever’s technology by pair-programming with your teammates and attending engineering training sessions designed and presented by your peers.
WITHIN 3 MONTHS, YOU'LL
Learn Lever’s technical stack and apply development patterns through your work.
Participate in Lever’s product development process and ship your first feature to customers.
Engage in your first on-call rotation in Support Engineering to help diagnose and resolve production problems and customer issues.
Write internal documentation for your features and systems so other engineers and stakeholders are brought along with your decisions.
WITHIN 6 MONTHS, YOU'LL
Reliably ship full features to customers.
Assist your peers in best practices for Lever product development.
Understand the product at scale and be able to provide input to improve our technical systems and tools.
Participate in interviewing and hiring, as a way to influence team growth and how our values inform our culture.
WITHIN 12 MONTHS, YOU'LL
Build, launch, and support your first big feature. You’ll partner cross-functionally with Product and Design and focus on keeping your stakeholders apprised of progress and updates.
Have made a visible impact on the product for all the users of Lever.
Own major feature areas of the application.
Be comfortable navigating most of our stack and infrastructure.
Be responsible for the planning, scoping, design, and implementation of new features.


IS THIS ROLE NOT AN EXACT FIT?
Sign up to stay in touch, we’ll let you know when we have new positions on the team.


THE LEVER STORY
Lever builds modern recruiting software for teams to source, interview, and hire top talent. Our team strives to set a new bar for enterprise software with modern, well-designed, real-time apps. We participated in Y Combinator in summer 2012, and since then have raised $73 million. As the applicant tracking system of choice for Netflix, Eventbrite, ClearSlide, change.org, and thousands more leading companies.

Under the hood, we're a technology company with a powerful open-source web framework: DerbyJS. It is the first and only open-source MVC framework that syncs all data via an Operational Transformation backend, using the same algorithm that powers Google Docs. DerbyJS is also uniquely optimized to render everything on the server as well as the client.

Lever is an equal opportunity employer. We are committed to providing reasonable accommodations and will work with you to meet your needs. If you are a person with a disability and require assistance during the application process, please don’t hesitate to reach out! We celebrate our inclusive work environment and welcome members of all backgrounds and perspectives. Learn more about our team culture and commitment to diversity and inclusion. or learn more about what Lever Engineering is up to on the Engineering Blog.",4.6,"Lever
4.6","Chicago, IL",-1,201 to 500 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Senior Software Engineer,-1,"Senior Software Engineer

We are seeking a highly motivated, talented Senior Engineer to join our product development team. We expect that all engineers can work full stack to some degree, but most engineers at Narrative Science have a primary focus. For this role, we’re looking for an engineer who has experience with and a passion for analytics, statistics, or machine learning.

You are someone who is comfortable owning and leading new projects end to end, working closely with product teams, and have a strong focus on improving the overall customer experience. You enjoy helping and mentoring people and believe that a great product comes from great team collaboration. You take delight in debugging unfamiliar problems and push yourself and others to grow as engineers.

Our Team


This role will be on our Depth Team, which primarily focuses on taking user provided data and writing a comprehensive story about it. We do this by determining what questions Lexio can answer based on the data, determining which answers are most relevant to the user, how the story should be structured with our NLG platform, and finally, how we want to present that story to our users in an interactive and intuitive way.

As a Senior Engineer on the Depth Team you will be focused on how we present our story and what content we choose to surface to the user within the story. You will have direct ownership over a large part of our code base and will be working hand in hand with our product and development teams to improve the analysis and content in our stories. In this role, you will have a solid mix of greenfield projects and platform improvements, along with plenty of opportunities to prototype and build lasting features and enhancements.

Qualifications:
4+ years of professional software development experience
Proven expertise of Python or equivalent
Demonstrated ability to write clean, helpfully-commented and readable code
A drive to learn constantly with an analytical and problem-solving mindset
A desire to grow as both an software and data engineer
Experience with Data Science Stack such as Sklearn, TensorFlow, Keras, etc
Experience with developing with statistical computing languages, such as Python or R
Bonus:
Experience with Unix / Linux systems (e.g. Ubuntu, CentOS, RedHat, etc.)
Familiarity with cloud computing, particularly AWS
About the Engineering Team @ Narrative Science

The Engineering team at Narrative Science specializes in delivering high-value cloud-based solutions to customers. Specifically, we are responsible for building and innovating on an insightful and personalized data storytelling platform. We work a lot with data pipelines, analytics, natural language generation (NLG), continuous deployment tooling, and cloud architecture.

Culture @ Narrative Science

Narrative Science believes that data storytelling can empower everyone to understand and take action from their data. Our mission is to build software that leverages artificial intelligence to automatically turn data into easy-to-understand reports, transforms statistics into stories, and converts numbers into knowledge.

Our core virtues (mission-driven, impactful, team first, innovative) are ingrained in everything we do, from how we develop our technology to how we interact with customers to how we hire people. Since 2020, we have embraced a remote approach and are on a journey to ingrain that in our culture. All while being immersed in our culture of learning, collaboration, innovation, and customer impact.

At Narrative Science, we embrace the diverse backgrounds, experiences, and perspectives of our future employees, colleagues, customers, partners, and other stakeholders. We provide equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, age, disability, marital status, citizenship, genetic information, or any other characteristic protected by law.",4.1,"Narrative Science
4.1",United States,-1,51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Manufacturing Engineer Manager,-1,"Manufacturing Engineer Manager (Flowood, MS)
Description: *
As the Manufacturing Engineering Manager, you will supervise manufacturing engineers and draftsmen to create, develop, implement, optimize and maintain routing, tooling/fixture, processes, and labor standards in a CNC machining and sheet metal manufacturing operation.

The Engineering Manager will work with production, quality, maintenance and operations to improve production procedures, to ensure work conforms to customer specifications, and to promote the highest possible degree of profit, assuring all products ship, meeting or exceeding, blueprint specifications, and support manufacturing time-lines for on-time delivery to the customer.

The Manufacturing Engineer Manager should possess a Professional Degree or extensive related experience, and at least 3+ years’ experience. Also:

Strong management skills to supervise activities of a group of professionals and otherwise direct their activities to improve the profitability and success of the company as a whole

Strong and detailed knowledge of various metal manufacturing processes and equipment

Strong ability to organize and write process control documentation

Structured problem-solving skills

ñ Ability to apply Lean Manufacturing techniques

Good working knowledge of Microsoft applications and experience with 2D and 3D CAD software and be able to teach and apply standard drafting practices as such to the company’s standards

Must have excellent communication and interactive skills both verbal and written

Must be experience in Metals cutting and folding
Duties include: *
Conduct economic analysis on new methods and equipment.

Define, propose, and implement capital equipment for process improvement.

Provide facility layout and design recommendations for methods and process flow improvement.

Participate in failure analysis teams and contribute to resulting solutions.

Participate in multidisciplinary teams in all facets of work.

Evaluate, approve and initiate engineering drawings and/or change requests.

Manage a small team of manufacturing engineers and technicians.

Provide guidance and mentoring, plan/coordinate staffing needs and resources as well as ongoing performance management.

Maximize product quality and minimize product liability exposure by utilization of manufacturing technology and quality control.

ñ Provide key inputs and drive DMFA (Design for Manufacturing and Assembly) during design reviews/changes.

Manage and facilitate transition of new product from engineering to production.

Establish objectives, schedules and priorities in Manufacturing Engineering activities, and review staff based on their accomplishments toward these directions.

Establish and meet schedules for the introduction of new methods, new products or cost reductions. Review the engineering change and release activity.

Define, develop, and implement standard operating procedures within the engineering department.
Learn and utilize company

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Health insurance
Paid time off
Vision insurance
Schedule:
8 hour shift
Day shift
Monday to Friday
Experience:
Metals Cutting Experience and folding: 4 years (Required)
Education:
Bachelor's (Required)
Language:
English (Preferred)
Work Remotely:
No",-1,Rockett Inc,"Flowood, MS",-1,51 to 200 Employees,-1,Company - Private,Metal & Mineral Manufacturing,Manufacturing,Less than $1 million (USD),-1
Systems Engineer,$33K-$69K (Glassdoor Est.),"Metrica, Inc. *is a thriving professional services group headquartered in San Antonio, Texas providing diverse services in Information Technology, Global Mobility, Automation and Robotics, and Professional Consulting. We deliver dynamic solutions in challenging locations. We provide a personal, individualized experience to our customers and clients to meet their diverse needs. We have a satellite office in Arlington, VA. Our Robotics division is in Houston, TX, and our International Office for Global Relocations is in Budapest, Hungary. We are always seeking talented individuals to join our dynamic team.
Metrica, Inc.’s headquarters is in San Antonio, Texas, with additional offices in Northern Virginia.

Metrica is looking for a Systems Engineer based in Virginia Beach, VA. They will be responsible for handling the day-to-day technical management and implementation of project tasks; developing detailed work plans and schedules to utilize, control and redirect available resources as necessary to complete tasks in accordance with approved ISP project plans, scheduled milestones and budgetary constraints; performing quality checks of all work products and interacting continuously with government technical and operational personnel to present interim results, discuss concerns, and ensure total product/service satisfaction.
Minimum Qualifications: *
· BS Degree in Computer Science or Computer Engineering or eight years’ equivalent experience.

· Must have Current Security + or SSCP certification and Secret clearance.

· Extensive background in full life-cycle support of network storage infrastructure (NetApp) and Virtual Server (VMware) infrastructure.

· Must have experience in the installation, operation and Maintenance of Microsoft server products to include SQL server.
Specialized Skills: *
· Must have the technical understanding, experience, certifications, and/or Command requirements for Tier 3 level support to deployed survey teams and operational users of the following systems and software:
Mandatory Skillset: *
· Microsoft Enterprise Server OS

· Manage Windows Server from the Operating System perspective

· Perform server patch management

· Server builds/loads and upgrades

· Server Infrastructure Administration

· Server Troubleshooting

· Test disaster recovery for applications

· Update parameters or changes in the configuration

· Domain Name System

· Dynamic Host Configuration Protocol

· The use of remote server management tools

· Active Directory - Security group policies and creation

· Microsoft SQL Server

o Installation

o SQL roles and permissions

o Dbase maintenance (attach/detach/recovery/copy/move/replicate)

· SQL Management Studio

· VMWare ESX/ESXi and VSphere

· Server Infrastructure Administration

· Install environment on physical hosts

· Server capacity management

· Move/copy/replicate virtual servers

o Coordinate efforts with other work groups and personnel to resolve incidents or events related to systems and supporting infrastructure
Deploy, load, troubleshoot, Replicate, and maintain servers
Interface with Application support team in changes needed for application upgrades or problem resolution
Monitor and deal with performance issues of the operating environment
Perform daily system checks and maintenance functions as required to ensure system health.
Perform server patch management.
Server builds/loads and upgrades
Server Infrastructure Administration
Server installation and certification for internal and business projects
Server Troubleshooting
Test disaster recovery for applications
Update parameters or changes in the configuration
· Network Appliance (NetApp) On-Tap OS

· Snap Mirror management

· Continuity of Operations plan (COOP) management

· Manage, move, replicate Aggregates, Volumes

· CIFS management

· Deployment, administration and maintenance of Desktop Operating Systems

· Knowledge or proficiency with ArcGIS products (server, desktop, SDE)

· Windows Automated Installation Kit (WAIK)

· Deployment Image Servicing and Management (DISM)

· Host Base Security System (HBSS)

Metrica, Inc. is an Equal Opportunity Employer, M/F/D/V.
Benefits: *
Metrica, Inc. offers an excellent starting salary and outstanding fringe benefits including: Medical, Dental, Tuition Assistance, and 401(k) Retirement Plan to name a few.

Job Type: Full-time

Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Professional Development Assistance
Referral Program
Tuition Reimbursement
Vision Insurance
Schedule:
Monday to Friday
Supplemental Pay:
Bonus Pay
Education:
Bachelor's (Required)
License:
Secret (Required)
Work Location:
One location
Benefit Conditions:
Waiting period may apply
Work Remotely:
Temporarily due to COVID-19",2.9,"Metrica, Inc.
2.9","Virginia Beach, VA",-1,51 to 200 Employees,1984,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1
Senior Database Engineer (TS/SCI REQUIRED),-1,"Database Engineers partner with Software Product Teams and end users to understand needs, make recommendations for database architectures. Once recommendations are approved, the Database Engineer implements leveraging modern, database technologies such as PostGRES and NOSQL database technologies. The Database Engineer is proficient in modern, cloud offerings and cloud database services, how to work with them, and how they fit in modern, cloud native applications that leverage the twelve factors found at https://12factor.net. This includes how to build and deploy modern cloud native data architectures, data processing and analytics pipelines and being able to make appropriate tradeoff decisions in data architectures between stable, structured, persistent data and dynamic, streaming, perishable data.
Duties include: *
• Conditioning software for inclusion in a database.

• Leverages software-, platform- and infrastructure- as-a-service to deliver GEOINT solutions.

• Ensures optimum efficiencies for the utilization of cloud native or cloud enabled databases.

• Creates and maintains data architecture using automated software deployment pipelines with Continuous Integration/Continuous Deployment (CI/CD) tools.

Skills and Experience*Required:

• Bachelor’s degree in Computer Science, Information Technology, Management Information Systems, or related STEM degree program.

• Senior-level working experience in government or industry supporting or leading cloud-based systems engineering efforts.

• Demonstrated experience using the following technologies:

o PostGRES/PostGIS

o NoSQL

o Amazon Web-Services

o o Cloud Foundry

Desired:

• Master’s degree in Computer Science, Information Technology, Management Information Systems, or related STEM degree program.

Job Type: Full-time

Benefits:
401(k)
Dental insurance
Disability insurance
Flexible spending account
Health insurance
Life insurance
Paid time off
Referral program
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
License:
TS/SCI Clearance (Required)
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
https://integratedintelsolutions.com/careers/top-secret-sci-jobs/
Work Remotely:
No",-1,Integrated Intel Solutions,"Saint Louis, MO",-1,-1,-1,-1,-1,-1,-1,-1
Software Engineer,$53K-$115K (Glassdoor Est.),"The successful candidate will help the team deliver and support exceptional web applications for our internal and external customers. He or she will contribute to detailed design, development, review, testing, and maintenance of our applications throughout the software development lifecycle and in post-production.
Minimum Requirements/Qualifications: *
· Bachelor’s Degree - Computer Science, Information Science or related field

· Experience developing back-end web applications or microservices using Java and Spring Boot

· Experience developing front-end web applications using HTML/Javascript/CSS

· Experience integrating web applications that integrate with JSON-based APIs or services

· Experience with Agile / Scrum development methodologies and their ceremonies

· Excellent verbal and written communication skills

· Strong problem-solving, troubleshooting, and time management abilities

· Experience with Node.js platform and/or Handlebars templates is a plus

· Experience with Jenkins, Docker and/or Kubernetes is a plus

· Experience with IBM Commerce application platform is a plus
Job Functions: *
· Designs, develops, codes, reviews, tests, and debugs front- and back-end applications and microservices to meet provided user requirements and to address identified defects

· Adheres to and embraces the development process, project methodology, and testing standards during the development and implementation of mobile applications

· Produces appropriate project artifacts which may include but are not limited to the following: high level design, detail level design, requirements analysis, proposals, statements of work and work estimates

· Provides accurate story estimates to scrum master and helps to identify tasks needed for the completion of those stories

· Suggests technical options and makes recommendations to the team on the most effective and efficient approach that satisfies the business requirements while retaining high level of quality, security, and performance

· Reviews requirements and code for existing applications to gain familiarity with them to improve future support of those applications

· Actively participates in code review with tech leads and other developers on the team

· Includes adequate unit and integration testing along with delivered code

· Works collaboratively with tech leads and other developers to ensure compliance with established coding standards and best practices

· Diagnoses and resolves technical issues with existing applications as they are reported

· Monitors trends in mobile-related technologies, oversees and participates in the evaluation, selection, acquisition, installation, maintenance, and operation of mobile-related technologies and emerging, state-of-the-art tools and technologies

· Researches, recommends, and implements technological improvements to improve existing applications, streamline existing processes, and reduce overall technical debt

· Communicates effectively with internal business stakeholders, other team members, and various functional IT groups
Non-Negotiable Hiring Criteria*
· Must have demonstrable web application or microservice development experience in Java, preferably using Spring suite and Spring Boot

· Must have experience and knowledge of current coding tools (e.g. IntelliJ IDEA), familiarity with common first- and third-party frameworks and libraries, and general development best practices

· Must have experience with interfaces/integrations to other systems using JSON-based service APIs, and have a good understanding of the JSON data format used by such APIs

· Must have excellent verbal and written communication skills, and be able to communicate effectively with different levels of management, as well as both business and technical contacts

· Must possess strong problem-solving and troubleshooting abilities

· Must be detail-oriented and possess strong time management skills

Job Type: Full-time

Experience:
java: 9 years (Preferred)
Education:
Master's (Preferred)
Work authorization:
United States (Preferred)
Work Remotely:
Temporarily due to COVID-19",4.9,"Visvero
4.9","Pittsburgh, PA",-1,1 to 50 Employees,2003,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
Software Engineer,$45K-$98K (Glassdoor Est.),"Description & Requirements

Summary of Position:

Develop information technology by analyzing, designing, developing, and testing software solutions.
Duties & Responsibilities:

§ Work within an agile scrum team in a collaborative, fast-paced environment.

§ Develop software by studying Zelis’ information and technology requirements; conferring with management and users; analyzing systems flow, data usage, and work processes; investigating problem areas; following the software development lifecycle.

§ Develop, test and debug solutions for assigned enhancement projects.

§ Perform maintenance, support, and fix bugs in existing code.

§ Communicate with internal and external peers as well as leadership to demonstrate progress and provide feedback about challenges encountered on assigned projects.

§ Participate in established development standards and software development lifecycle.

§ Update job knowledge by studying state-of-the-art development tools, programming techniques, and computing equipment; participating in educational opportunities.

§ Protect operations by improving security and by keeping information confidential.

§ Accomplish Zelis’ mission by completing related results as needed.

§ Support and develop Zelis and the Information Technology group by providing advice, coaching and educational opportunities.

§ Follows established HIPAA, Compliance & Security policies.
Education & Experience:

Required:

§ Bachelor’s degree in Computer Science, Information Systems, or other four year degree with significant IS experience OR equivalent experience.

§ Five years of software development experience.

§ Demonstrated ability to work in a complex information systems environment.

§ Familiarity with:
Software Architecture
Software Design
Software Development Fundamentals
Software Debugging
Unit Testing
Microsoft Visual Studio
Microsoft .Net
Microsoft C#
Microsoft Team Foundation Server
Microsoft SQL Server
Interpersonal & Professional Skills:
Applied Learning – Puts new knowledge, understanding, or skill to practical use on the job, works hard to better self in work role. Devotes significant time to personal and professional development.
Problem Analysis and Solving – Ability to analyze and work through a problem effectively and provide a solution. Ability to troubleshoot and solve complex production issues under the supervision of a more experienced developer. Ability to understand and apply concepts of objected oriented programming.
Teamwork/Collaboration – Proactively tries to build effective working relationships with other people. Treats people with dignity, respect and fairness.
Adaptability – Maintains effectiveness when experiencing major changes in work tasks or the work environment; adjusts effectively to work within new work structures, processes and requirements.
Time Management – Effectively manages one’s time and resources to ensure that work is completed efficiently. Able to work both independently and as a team effectively.
Communication – Communicates accurately and effectively both in oral and written form. Practices active listening. Expresses thoughts and ideas with confidence and respects opposing views
Living the Vision and Values – Keeping the company’s vision and values at the forefront of decision-making and action.
Physical Factors & Requirements:

§ Willingness to occasionally work outside of normal business hours as required to complete projects

§ Sitting at desk or in meetings for long periods of time

§ Use standard office equipment
Zelis is a healthcare and financial technology growth company and market-leading provider of claims cost management and payments optimization solutions to price, pay and explain healthcare claims. Zelis delivers integrated network analytics, network solutions, payment integrity, electronic payments and claims communications for payers, healthcare providers and consumers in the medical, dental and workers' compensation markets nationwide. Zelis is backed by Parthenon Capital Partners and Bain Capital.
“We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.”",3.2,"Zelis
3.2","Saint Louis, MO",-1,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Senior Software Engineer,$58K-$120K (Glassdoor Est.),"Overview:
This year we are celebrating 65 years as a family owned company. Also recognized by Forbes Magazine for the second year in a row as one of America’s Best Mid-size Employers.

Come celebrate with us! We are growing...43 stores across WI, IL, IA, MI!

Apply here or by texting BFF to 97211
Responsibilities:

We are seeking: a highly motivated senior level Software Engineer to join our MIS team in Janesville, WI. This person must be able to create, design, implement and maintain web applications to meet company needs.

Serve as the Technical Lead contributing to and directing the efforts of the development team
Contribute to the ongoing evolution of the existing content supply portfolio of applications and services
Design, develop, modify, implement, and support software components anywhere in the software stack
Determine root cause for the most complex software issues and develop practical, efficient and scalable technical solutions
Remain current on new technologies and available vendor packages
Assist in task planning, estimation, scheduling
Mentor junior software developers for skill/knowledge development
Determine process improvements, best practices, and develop new processes
Work in close partnerships with cross-functional teams and management

Qualifications:

Required:

Excellent understanding of front-end technologies and platforms - JavaScript, HTML5, CSS3
Bootstrap or other responsive frameworks
Demonstrate a strong sense of ownership for the application being developed

Other Skills (Not Required):

JavaScript frameworks React JS & Redux, Angular, or Vue
C#
NET MVC
Microsoft SQL Server
Git
Xamarin

Further Requirements:

Excellent analytical skills
Ability to read and speak English and communicate with customers and coworkers.
Ability to learn and perform all primary job functions within the adjustment period
Ability to function as a team member and work under specific work directions.
You must value a safe working environment and follow our safety guidelines.

#ind3

Job Class: Corporate Office",3.4,"Blain Supply, Inc.
3.4","Janesville, WI",-1,1001 to 5000 Employees,1955,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1
